,AirportCode,CityCode,CountryCode,LocationType,Names,UtcOffset,TimeZoneId,Latitude,Longitude
0,AAE,AAE,DZ,Airport,Annaba Rabah Bitat,+01:00,Africa/Algiers,36.8222,7.8092
1,AAL,AAL,DK,Airport,Aalborg,+01:00,Europe/Copenhagen,57.0928,9.8492
2,AAQ,AAQ,RU,Airport,Anapa,+03:00,Europe/Moscow,45.0022,37.3472
3,AAR,AAR,DK,Airport,Aarhus Tirstrup,+01:00,Europe/Copenhagen,56.3039,10.6194
4,ABE,ABE,US,Airport,Allentown/Bethlehem,-05:00,America/New_York,40.6522,-75.4408
5,ABI,ABI,US,Airport,Abilene,-06:00,America/Chicago,32.4114,-99.6819
6,ABJ,ABJ,CI,Airport,Abidjan,+00:00,Africa/Abidjan,5.2614,-3.9264
7,ABK,ABK,ET,Airport,Kabri Dar,+03:00,Africa/Addis_Ababa,6.7339,44.2553
8,ABQ,ABQ,US,Airport,Albuquerque,-07:00,America/Denver,35.0406,-106.6094
9,ABS,ABS,EG,Airport,Abu Simbel,+02:00,Africa/Cairo,22.3758,31.6117
10,ABV,ABV,NG,Airport,Abuja,+01:00,Africa/Lagos,9.0067,7.2631
11,ABY,ABY,US,Airport,Albany (US),-05:00,America/New_York,31.5356,-84.1944
12,ABZ,ABZ,GB,Airport,Aberdeen (GB),+00:00,Europe/London,57.2042,-2.2003
13,ACA,ACA,MX,Airport,Acapulco,-06:00,America/Mexico_City,16.7569,-99.7539
14,ACC,ACC,GH,Airport,Accra,+00:00,Africa/Accra,5.6053,-0.1667
15,ACE,ACE,ES,Airport,Lanzarote,+00:00,Atlantic/Canary,28.9456,-13.6053
16,ACT,ACT,US,Airport,Waco,-06:00,America/Chicago,31.6114,-97.2306
17,ACV,ACV,US,Airport,Arcata/Eureka,-08:00,America/Los_Angeles,40.9781,-124.1086
18,ADA,ADA,TR,Airport,Adana,+03:00,Europe/Istanbul,36.9822,35.2803
19,ADB,IZM,TR,Airport,Izmir,+03:00,Europe/Istanbul,38.2925,27.1569
20,ADD,ADD,ET,Airport,Addis Ababa,+03:00,Africa/Addis_Ababa,8.9778,38.7994
21,ADF,ADF,TR,Airport,Adiyaman,+03:00,Europe/Istanbul,37.7314,38.4689
22,ADL,ADL,AU,Airport,Adelaide,+09:30,Australia/Adelaide,-34.945,138.5306
23,ADZ,ADZ,CO,Airport,San Andres Island,-05:00,America/Bogota,12.5836,-81.7111
24,AEP,BUE,AR,Airport,Buenos Aires Aeroparque J. N.,-03:00,America/Argentina/Buenos_Aires,-34.5589,-58.4164
25,AER,AER,RU,Airport,Sochi,+03:00,Europe/Moscow,43.45,39.9567
26,AES,AES,NO,Airport,Aalesund,+01:00,Europe/Oslo,62.5603,6.1103
27,AEX,AEX,US,Airport,Alexandria,-06:00,America/Chicago,31.3275,-92.5497
28,AEY,AEY,IS,Airport,Akureyri,+00:00,Atlantic/Reykjavik,65.6586,-18.0722
29,AGA,AGA,MA,Airport,Agadir,+01:00,Africa/Casablanca,30.325,-9.4131
30,AGH,AGH,SE,Airport,Angelholm/Helsingborg Angelholm Apt,+01:00,Europe/Stockholm,56.2961,12.8472
31,AGP,AGP,ES,Airport,Malaga,+01:00,Europe/Madrid,36.675,-4.4992
32,AGR,AGR,IN,Airport,Agra,+05:30,Asia/Kolkata,27.1558,77.9608
33,AGU,AGU,MX,Airport,Aguascalientes,-06:00,America/Mexico_City,21.7056,-102.3178
34,AGX,AGX,IN,Airport,Agatti Island,+05:30,Asia/Kolkata,10.8236,72.1761
35,AHB,AHB,SA,Airport,Abha,+03:00,Asia/Riyadh,18.2403,42.6567
36,AJI,AJI,TR,Airport,Agri,+03:00,Europe/Istanbul,39.6539,43.0264
37,AJL,AJL,IN,Airport,Aizawl Lengpui,+05:30,Asia/Kolkata,23.8389,92.6203
38,AJR,AJR,SE,Airport,Arvidsjaur,+01:00,Europe/Stockholm,65.5903,19.2819
39,AJU,AJU,BR,Airport,Aracaju,-03:00,America/Araguaina,-10.9839,-37.0703
40,AKJ,AKJ,JP,Airport,Asahikawa,+09:00,Asia/Tokyo,43.6708,142.4475
41,AKL,AKL,NZ,Airport,Auckland,+12:00,Pacific/Auckland,-37.0097,174.7917
42,AKU,AKU,CN,Airport,Aksu,+08:00,Asia/Shanghai,41.2628,80.2919
43,ALA,ALA,KZ,Airport,Almaty,+06:00,Asia/Almaty,43.3533,77.0422
44,ALB,ALB,US,Airport,Albany (US),-05:00,America/New_York,42.7483,-73.8017
45,ALC,ALC,ES,Airport,Alicante,+01:00,Europe/Madrid,38.2822,-0.5581
46,ALF,ALF,NO,Airport,Alta,+01:00,Europe/Oslo,69.9761,23.3717
47,ALG,ALG,DZ,Airport,Algiers,+01:00,Africa/Algiers,36.6942,3.2147
48,ALW,ALW,US,Airport,Walla Walla,-08:00,America/Los_Angeles,46.095,-118.2878
49,AMA,AMA,US,Airport,Amarillo,-06:00,America/Chicago,35.2194,-101.7058
50,AMD,AMD,IN,Airport,Ahmedabad,+05:30,Asia/Kolkata,23.0772,72.6347
51,AMH,AMH,ET,Airport,Arba Mintch,+03:00,Africa/Addis_Ababa,6.0394,37.5906
52,AMI,AMI,ID,Airport,Mataram,+08:00,Asia/Makassar,-8.5608,116.0947
53,AMM,AMM,JO,Airport,Amman,+03:00,Asia/Amman,31.7225,35.9933
54,AMS,AMS,NL,Airport,Amsterdam,+01:00,Europe/Amsterdam,52.3081,4.7642
55,ANC,ANC,US,Airport,Anchorage,-09:00,America/Anchorage,61.1744,-149.9964
56,ANF,ANF,CL,Airport,Antofagasta,-04:00,America/Santiago,-23.4444,-70.445
57,ANU,ANU,AG,Airport,Antigua,-04:00,America/Antigua,17.1367,-61.7928
58,ANX,ANX,NO,Airport,Andenes Andoya,+01:00,Europe/Oslo,69.2925,16.1442
59,AOE,AOE,TR,Airport,Eskisehir Anadolu,+03:00,Europe/Istanbul,39.81,30.5169
60,AOI,AOI,IT,Airport,Ancona,+01:00,Europe/Rome,43.6167,13.3603
61,AOJ,AOJ,JP,Airport,Aomorica,+09:00,Asia/Tokyo,40.7347,140.6908
62,AOK,AOK,GR,Airport,Karpathos,+02:00,Europe/Athens,35.4214,27.1461
63,APL,APL,MZ,Airport,Nampula,+02:00,Africa/Maputo,-15.1056,39.2817
64,APW,APW,WS,Airport,Apia Faleolo Apt,+13:00,Pacific/Apia,-13.8297,-171.9972
65,AQJ,AQJ,JO,Airport,Aqaba King Hussein International,+03:00,Asia/Amman,29.6117,35.0181
66,ARI,ARI,CL,Airport,Arica,-04:00,America/Santiago,-18.3486,-70.3386
67,ARK,ARK,TZ,Airport,Arusha,+03:00,Africa/Dar_es_Salaam,-3.3672,36.625
68,ARN,STO,SE,Airport,Stockholm,+01:00,Europe/Stockholm,59.6519,17.9186
69,ASB,ASB,TM,Airport,Ashgabat,+05:00,Asia/Ashgabat,37.9869,58.3608
70,ASE,ASE,US,Airport,Aspen,-07:00,America/Denver,39.2192,-106.8672
71,ASO,ASO,ET,Airport,Asosa,+03:00,Africa/Addis_Ababa,10.0186,34.5864
72,ASR,ASR,TR,Airport,Kayseri,+03:00,Europe/Istanbul,38.7703,35.4956
73,ASU,ASU,PY,Airport,Asuncion,-04:00,America/Asuncion,-25.2397,-57.5192
74,ASW,ASW,EG,Airport,Aswan,+02:00,Africa/Cairo,23.9644,32.82
75,ATH,ATH,GR,Airport,Athens,+02:00,Europe/Athens,37.9364,23.9444
76,ATL,ATL,US,Airport,Atlanta,-05:00,America/New_York,33.6367,-84.4281
77,ATQ,ATQ,IN,Airport,Amritsar,+05:30,Asia/Kolkata,31.7097,74.7972
78,ATW,ATW,US,Airport,Appleton,-06:00,America/Chicago,44.2667,-88.5167
79,ATZ,ATZ,EG,Airport,Asyut,+02:00,Africa/Cairo,27.0464,31.0119
80,AUH,AUH,AE,Airport,Abu Dhabi,+04:00,Asia/Dubai,24.4331,54.6511
81,AUS,AUS,US,Airport,Austin-Bergstrom,-06:00,America/Chicago,30.1944,-97.67
82,AUW,AUW,US,Airport,Wausau Downtown Apt,-06:00,America/Chicago,44.9283,-89.6267
83,AVL,AVL,US,Airport,Asheville,-05:00,America/New_York,35.4361,-82.5419
84,AVP,AVP,US,Airport,Wilkes-Barre,-05:00,America/New_York,41.3386,-75.7233
85,AWA,AWA,ET,Airport,Awasa,+03:00,Africa/Addis_Ababa,7.0675,38.4906
86,AXD,AXD,GR,Airport,Alexandroupolis,+02:00,Europe/Athens,40.8558,25.9564
87,AXM,AXM,CO,Airport,Armenia,-05:00,America/Bogota,4.4528,-75.7664
88,AXT,AXT,JP,Airport,Akita,+09:00,Asia/Tokyo,39.6156,140.2186
89,AXU,AXU,ET,Airport,Axum,+03:00,Africa/Addis_Ababa,14.1467,38.7728
90,AYT,AYT,TR,Airport,Antalya,+03:00,Europe/Istanbul,36.8986,30.8006
91,AZO,AZO,US,Airport,Kalamazoo,-05:00,America/New_York,42.235,-85.5519
92,BAH,BAH,BH,Airport,Bahrain,+03:00,Asia/Bahrain,26.2708,50.6336
93,BAL,BAL,TR,Airport,Batman,+03:00,Europe/Istanbul,37.9289,41.1167
94,BAQ,BAQ,CO,Airport,Barranquilla,-05:00,America/Bogota,10.8897,-74.7808
95,BAV,BAV,CN,Airport,Baotou,+08:00,Asia/Shanghai,40.5606,109.9964
96,BBA,BBA,CL,Airport,Balmaceda,-04:00,America/Santiago,-45.9161,-71.6894
97,BBI,BBI,IN,Airport,Bhubaneswar,+05:30,Asia/Kolkata,20.2444,85.8178
98,BBK,BBK,BW,Airport,Kasane,+02:00,Africa/Gaborone,-17.8328,25.1625
99,BBO,BBO,SO,Airport,Berbera,+03:00,Africa/Mogadishu,10.3892,44.9411
100,BRC,BRC,AR,Airport,San Carlos De Bariloche,-03:00,America/Argentina/Buenos_Aires,-41.1511,-71.1578
101,BRE,BRE,DE,Airport,Bremen,+01:00,Europe/Berlin,53.0475,8.7867
102,BRI,BRI,IT,Airport,Bari,+01:00,Europe/Rome,41.1381,16.765
103,BRM,BRM,VE,Airport,Barquisimeto,-04:00,America/Caracas,10.0428,-69.3586
104,BRN,BRN,CH,Airport,Berne,+01:00,Europe/Zurich,46.9142,7.4972
105,BRO,BRO,US,Airport,Brownsville,-06:00,America/Chicago,25.9069,-97.4258
106,BRS,BRS,GB,Airport,Bristol,+00:00,Europe/London,51.3825,-2.7189
107,BRU,BRU,BE,Airport,Brussels,+01:00,Europe/Brussels,50.9014,4.4844
108,BRW,BRW,US,Airport,Barrow,-09:00,America/Anchorage,71.2856,-156.7661
109,BSB,BSB,BR,Airport,Brasilia,-03:00,America/Araguaina,-15.8711,-47.9186
110,BSL,EAP,CH,Airport,Basel,+01:00,Europe/Zurich,47.6011,7.5217
111,BTR,BTR,US,Airport,Baton Rouge,-06:00,America/Chicago,30.5331,-91.1497
112,BTV,BTV,US,Airport,Burlington,-05:00,America/New_York,44.4719,-73.1533
113,BUD,BUD,HU,Airport,Budapest,+01:00,Europe/Budapest,47.4369,19.2556
114,BUF,BUF,US,Airport,Buffalo,-05:00,America/New_York,42.9406,-78.7322
115,BUP,BUP,IN,Airport,Bathinda,+05:30,Asia/Kolkata,30.2703,74.7558
116,BUQ,BUQ,ZW,Airport,Bulawayo,+02:00,Africa/Harare,-20.0175,28.6178
117,BUR,BUR,US,Airport,Burbank,-08:00,America/Los_Angeles,34.2006,-118.3586
118,BUS,BUS,GE,Airport,Batumi,+04:00,Asia/Tbilisi,41.6103,41.5997
119,BVC,BVC,CV,Airport,Boa Vista Island Rabil,-01:00,Atlantic/Cape_Verde,16.1367,-22.8889
120,BWI,WAS,US,Airport,Baltimore Washington,-05:00,America/New_York,39.1753,-76.6683
121,BWN,BWN,BN,Airport,Bandar Seri Begawan,+08:00,Asia/Brunei,4.9442,114.9283
122,BZG,BZG,PL,Airport,Bydgoszcz,+01:00,Europe/Warsaw,53.0967,17.9778
123,BZN,BZN,US,Airport,Bozeman,-07:00,America/Denver,45.7775,-111.1531
124,BZV,BZV,CG,Airport,Brazzaville,+01:00,Africa/Brazzaville,-4.2517,15.2531
125,CAE,CAE,US,Airport,Columbia,-05:00,America/New_York,33.9389,-81.1194
126,CAG,CAG,IT,Airport,Cagliari,+01:00,Europe/Rome,39.2514,9.0578
127,CAI,CAI,EG,Airport,Cairo,+02:00,Africa/Cairo,30.1219,31.4056
128,CAK,CAK,US,Airport,Akron/Canton,-05:00,America/New_York,40.9161,-81.4422
129,CAN,CAN,CN,Airport,Guangzhou,+08:00,Asia/Shanghai,23.3925,113.2989
130,CBB,CBB,BO,Airport,Cochabamba,-04:00,America/La_Paz,-17.4211,-66.1772
131,CBR,CBR,AU,Airport,Canberra,+10:00,Australia/Sydney,-35.3069,149.195
132,CCP,CCP,CL,Airport,Concepcion,-04:00,America/Santiago,-36.7728,-73.0631
133,CCS,CCS,VE,Airport,Caracas,-04:00,America/Caracas,10.6031,-66.9906
134,CCU,CCU,IN,Airport,Kolkata,+05:30,Asia/Kolkata,22.6547,88.4467
135,CDG,PAR,FR,Airport,Paris/ Ch.de Gaulle,+01:00,Europe/Paris,49.0097,2.5478
136,CDR,CDR,US,Airport,Chadron Municipal,-07:00,America/Denver,42.835,-103.0986
137,CDV,CDV,US,Airport,Cordova Mudhole,-09:00,America/Anchorage,60.4917,-145.4775
138,CEB,CEB,PH,Airport,Cebu,+08:00,Asia/Manila,10.3075,123.9794
139,CEC,CEC,US,Airport,Crescent City,-08:00,America/Los_Angeles,41.7803,-124.2367
140,CEI,CEI,TH,Airport,Chiang Rai,+07:00,Asia/Bangkok,19.9522,99.8831
141,CEZ,CEZ,US,Airport,Cortez Municipal,-07:00,America/Denver,37.3031,-108.6286
142,CFU,CFU,GR,Airport,Corfu,+02:00,Europe/Athens,39.6019,19.9117
143,CGB,CGB,BR,Airport,Cuiaba,-04:00,America/Porto_Velho,-15.6531,-56.1167
144,CGH,SAO,BR,Airport,Sao Paulo Congonhas,-03:00,America/Sao_Paulo,-23.6267,-46.6581
145,CGK,JKT,ID,Airport,Jakarta Soekarno-Hatta,+07:00,Asia/Pontianak,-6.1256,106.6558
146,CGN,CGN,DE,Airport,Cologne/Bonn,+01:00,Europe/Berlin,50.8658,7.1428
147,CGO,CGO,CN,Airport,Zhengzhou,+08:00,Asia/Shanghai,34.5194,113.8411
148,CGQ,CGQ,CN,Airport,Changchun,+08:00,Asia/Shanghai,43.9961,125.6853
149,CGR,CGR,BR,Airport,Campo Grande,-04:00,America/Porto_Velho,-20.4686,-54.6725
150,CHA,CHA,US,Airport,Chattanooga,-05:00,America/New_York,35.0353,-85.2039
151,CHC,CHC,NZ,Airport,Christchurch,+12:00,Pacific/Auckland,-43.4894,172.5322
152,CHO,CHO,US,Airport,Charlottesville,-05:00,America/New_York,38.1386,-78.4528
153,CHQ,CHQ,GR,Airport,Chania,+02:00,Europe/Athens,35.5317,24.1497
154,CHS,CHS,US,Airport,Charleston,-05:00,America/New_York,32.8986,-80.0406
155,CIC,CIC,US,Airport,Chico,-08:00,America/Los_Angeles,39.7961,-121.8583
156,CID,CID,US,Airport,Cedar Rapids,-06:00,America/Chicago,41.8847,-91.7108
157,CIF,CIF,CN,Airport,Chifeng Yulong,+08:00,Asia/Shanghai,42.16,118.8408
158,CIH,CIH,CN,Airport,Changzhi Wangcun,+08:00,Asia/Shanghai,36.2475,113.1258
159,CIY,CIY,IT,Airport,Comiso Vincenzo Magliocco,+01:00,Europe/Rome,36.9947,14.6069
160,CJC,CJC,CL,Airport,Calama,-04:00,America/Santiago,-22.4981,-68.9081
161,CJU,CJU,KR,Airport,Jeju,+09:00,Asia/Seoul,33.5114,126.4931
162,CKB,CKB,US,Airport,Clarksburg,-05:00,America/New_York,39.2967,-80.2281
163,CKG,CKG,CN,Airport,Chongqing,+08:00,Asia/Shanghai,29.7194,106.6419
164,CKY,CKY,GN,Airport,Conakry,+00:00,Africa/Conakry,9.5769,-13.6119
165,CKZ,CKZ,TR,Airport,Canakkale,+03:00,Europe/Istanbul,40.1378,26.4267
166,CLD,SAN,US,Airport,Carlsbad,-08:00,America/Los_Angeles,33.1283,-117.28
167,CLE,CLE,US,Airport,Cleveland,-05:00,America/New_York,41.4117,-81.8497
168,CLJ,CLJ,RO,Airport,Cluj,+02:00,Europe/Bucharest,46.7853,23.6861
169,CLL,CLL,US,Airport,College Station,-06:00,America/Chicago,30.5886,-96.3639
170,CLO,CLO,CO,Airport,Cali,-05:00,America/Bogota,3.5433,-76.3817
171,CLT,CLT,US,Airport,Charlotte,-05:00,America/New_York,35.2139,-80.9431
172,CLY,CLY,FR,Airport,Calvi,+01:00,Europe/Paris,42.5203,8.7931
173,CMB,CMB,LK,Airport,Colombo,+05:30,Asia/Colombo,7.1803,79.8853
174,CME,CME,MX,Airport,Ciudad Del Carmen,-06:00,America/Mexico_City,18.6533,-91.8011
175,CMH,CMH,US,Airport,Columbus OH,-05:00,America/New_York,39.9981,-82.8919
176,CMI,CMI,US,Airport,Champaign,-06:00,America/Chicago,40.0392,-88.2781
177,CMN,CMN,MA,Airport,Casablanca,+01:00,Africa/Casablanca,33.3675,-7.59
178,CMX,CMX,US,Airport,Hancock,-05:00,America/New_York,47.1683,-88.4892
179,CNF,BHZ,BR,Airport,Belo Horizonte,-03:00,America/Sao_Paulo,-19.6339,-43.9689
180,CNS,CNS,AU,Airport,Cairns,+10:00,Australia/Brisbane,-16.8781,145.7489
181,CNX,CNX,TH,Airport,Chiang Mai,+07:00,Asia/Bangkok,18.7714,98.9628
182,CNY,CNY,US,Airport,Moab Canyon Land Field,-07:00,America/Denver,38.7608,-109.7475
183,COD,COD,US,Airport,Cody,-07:00,America/Denver,44.5178,-109.0261
184,COK,COK,IN,Airport,Kochi (IN),+05:30,Asia/Kolkata,10.1519,76.4019
185,COO,COO,BJ,Airport,Cotonou,+01:00,Africa/Porto-Novo,6.3572,2.3844
186,COR,COR,AR,Airport,Cordoba,-03:00,America/Argentina/Buenos_Aires,-31.31,-64.2083
187,COS,COS,US,Airport,Colorado Springs,-07:00,America/Denver,38.8058,-104.7008
188,COU,COU,US,Airport,Columbia,-06:00,America/Chicago,38.8181,-92.2197
189,CPC,CPC,AR,Airport,San Martin Los Andes Aviador Carlos Cam,-03:00,America/Argentina/Buenos_Aires,-40.0753,-71.1372
190,CPH,CPH,DK,Airport,Copenhagen,+01:00,Europe/Copenhagen,55.6203,12.6503
191,CPO,CPO,CL,Airport,Copiapo,-04:00,America/Santiago,-27.2617,-70.7792
192,CPR,CPR,US,Airport,Casper,-07:00,America/Denver,42.9081,-106.4644
193,CPT,CPT,ZA,Airport,Cape Town,+02:00,Africa/Johannesburg,-33.9647,18.6017
194,CPX,CPX,PR,Airport,Culebra Benjamin Rivera Noriega,-04:00,America/Puerto_Rico,18.3125,-65.3031
195,CRD,CRD,AR,Airport,Comodoro Rivadavia,-03:00,America/Argentina/Buenos_Aires,-45.7853,-67.4656
196,CRK,CRK,PH,Airport,Angeles/Mabalacat Clark International,+08:00,Asia/Manila,15.1861,120.5603
197,CRP,CRP,US,Airport,Corpus Christi,-06:00,America/Chicago,27.7703,-97.5011
198,CRW,CRW,US,Airport,Charleston/Yeager,-05:00,America/New_York,38.3731,-81.5931
199,CSL,CSL,US,Airport,San Luis Obispo,-08:00,America/Los_Angeles,35.3261,-120.7433
200,CSX,CSX,CN,Airport,Changsha,+08:00,Asia/Shanghai,28.1936,113.2178
201,CTA,CTA,IT,Airport,Catania,+01:00,Europe/Rome,37.4667,15.0639
202,CTG,CTG,CO,Airport,Cartagena,-05:00,America/Bogota,10.4425,-75.5131
203,CTS,SPK,JP,Airport,Sapporo Chitose,+09:00,Asia/Tokyo,42.7753,141.6922
204,CTU,CTU,CN,Airport,Chengdu,+08:00,Asia/Shanghai,30.5786,103.9472
205,CUC,CUC,CO,Airport,Cucuta,-05:00,America/Bogota,7.9275,-72.5117
206,CUE,CUE,EC,Airport,Cuenca Mariscal Lamar Intl,-05:00,America/Guayaquil,-2.8894,-78.9844
207,CUF,CUF,IT,Airport,Cuneo,+01:00,Europe/Rome,44.5475,7.6231
208,CUL,CUL,MX,Airport,Culiacan,-07:00,America/Mazatlan,24.7644,-107.4747
209,CUM,CUM,VE,Airport,Cumana,-04:00,America/Caracas,10.4503,-64.1306
210,CUN,CUN,MX,Airport,Cancun,-05:00,America/Hermosillo,21.0367,-86.8772
211,CUR,CUR,CW,Airport,Curacao,-04:00,America/Curacao,12.1889,-68.9597
212,CUU,CUU,MX,Airport,Chihuahua,-06:00,America/Mexico_City,28.7028,-105.9644
213,CVG,CVG,US,Airport,Cincinnati,-05:00,America/New_York,39.0489,-84.6678
214,CWA,AUW,US,Airport,Wausau,-06:00,America/Chicago,44.7833,-89.6667
215,CWB,CWB,BR,Airport,Curitiba,-03:00,America/Sao_Paulo,-25.5286,-49.1758
216,CYS,CYS,US,Airport,Cheyenne,-07:00,America/Denver,41.1558,-104.8119
217,CZL,CZL,DZ,Airport,Constantine Mohamed Boudiaf,+01:00,Africa/Algiers,36.2761,6.6203
218,CZM,CZM,MX,Airport,Cozumel International,-05:00,America/Hermosillo,20.5217,-86.9369
219,CZX,CZX,CN,Airport,Changzhou,+08:00,Asia/Shanghai,31.9194,119.7783
220,DAB,DAB,US,Airport,Daytona Beach,-05:00,America/New_York,29.18,-81.0581
221,DAC,DAC,BD,Airport,Dhaka,+06:00,Asia/Dhaka,23.8433,90.3978
222,DAD,DAD,VN,Airport,Da Nang,+07:00,Asia/Ho_Chi_Minh,16.0439,108.1994
223,DAR,DAR,TZ,Airport,Dar Es Salaam,+03:00,Africa/Dar_es_Salaam,-6.8781,39.2025
224,DAT,DAT,CN,Airport,Datong,+08:00,Asia/Shanghai,39.7189,113.1461
225,DAV,DAV,PA,Airport,David,-05:00,America/Panama,8.3911,-82.435
226,DAX,DAX,CN,Airport,Daxian,+08:00,Asia/Shanghai,31.1319,107.4306
227,DAY,DAY,US,Airport,Dayton,-05:00,America/New_York,39.9025,-84.2194
228,DBV,DBV,HR,Airport,Dubrovnik,+01:00,Europe/Zagreb,42.5614,18.2683
229,DCA,WAS,US,Airport,Washington Ronald Reagan National,-05:00,America/New_York,38.8522,-77.0378
230,DDC,DDC,US,Airport,Dodge City Regional,-06:00,America/Chicago,37.7603,-99.9642
231,DDG,DDG,CN,Airport,Dandong,+08:00,Asia/Shanghai,40.0256,124.2869
232,DEB,DEB,HU,Airport,Debrecen,+01:00,Europe/Budapest,47.4889,21.6153
233,DEL,DEL,IN,Airport,Delhi,+05:30,Asia/Kolkata,28.5664,77.1031
234,DEN,DEN,US,Airport,Denver,-07:00,America/Denver,39.8617,-104.6731
235,DFW,DFW,US,Airport,Dallas/Fort Worth,-06:00,America/Chicago,32.8969,-97.0381
236,DHC,BRE,DE,Rail Station,Bremen Hbf,+01:00,Europe/Berlin,53.0836,8.8142
237,DHM,DHM,IN,Airport,Dharamsala Kangra,+05:30,Asia/Kolkata,32.1653,76.2606
238,DIA,DOH,QA,Airport,Doha International,+03:00,Asia/Qatar,25.2625,51.5647
239,DIB,DIB,IN,Airport,Dibrugarh,+05:30,Asia/Kolkata,27.4833,95.0167
240,DIK,DIK,US,Airport,Dickinson,-07:00,America/Denver,46.8,-102.8
241,DIR,DIR,ET,Airport,Dire Dawa,+03:00,Africa/Addis_Ababa,9.6247,41.8542
242,DIU,DIU,IN,Airport,Diu,+05:30,Asia/Kolkata,20.7139,70.9217
243,DIY,DIY,TR,Airport,Diyarbakir,+03:00,Europe/Istanbul,37.8939,40.2011
244,DJE,DJE,TN,Airport,Djerba,+01:00,Africa/Tunis,33.875,10.7756
245,DKR,DKR,SN,Airport,Dakar,+00:00,Africa/Dakar,14.7425,-17.4933
246,DLA,DLA,CM,Airport,Douala,+01:00,Africa/Douala,4.0061,9.7194
247,DLC,DLC,CN,Airport,Dalian,+08:00,Asia/Shanghai,38.9656,121.5386
248,DLH,DLH,US,Airport,Duluth,-06:00,America/Chicago,46.8422,-92.1936
249,DLM,DLM,TR,Airport,Dalaman,+03:00,Europe/Istanbul,36.7131,28.7925
250,DLU,DLU,CN,Airport,Dali,+08:00,Asia/Shanghai,25.6503,100.3194
251,DME,MOW,RU,Airport,Moscow Domodedowo,+03:00,Europe/Moscow,55.4089,37.9064
252,DMM,DMM,SA,Airport,Dammam,+03:00,Asia/Riyadh,26.4711,49.7978
253,DMU,DMU,IN,Airport,Dimapur,+05:30,Asia/Kolkata,25.8825,93.7744
254,DNK,DNK,UA,Airport,Dnepropetrovsk,+02:00,Europe/Zaporozhye,48.3572,35.1006
255,DNZ,DNZ,TR,Airport,Denizli,+03:00,Europe/Istanbul,37.7856,29.7014
256,DOD,DOD,TZ,Airport,Dodoma,+03:00,Africa/Dar_es_Salaam,-6.1706,35.7525
257,DOH,DOH,QA,Airport,Doha,+03:00,Asia/Qatar,25.2744,51.6083
258,DPS,DPS,ID,Airport,Denpasar (Bali),+08:00,Asia/Makassar,-8.7481,115.1672
259,DQA,DQA,CN,Airport,Daqing Sartu,+08:00,Asia/Shanghai,46.75,125.1392
260,DRO,DRO,US,Airport,Durango La Plata,-07:00,America/Denver,37.1522,-107.7536
261,DRS,DRS,DE,Airport,Dresden,+01:00,Europe/Berlin,51.1344,13.7681
262,DRT,DRT,US,Airport,Del Rio,-06:00,America/Chicago,29.3733,-100.9264
263,DRW,DRW,AU,Airport,Darwin,+09:30,Australia/Darwin,-12.4147,130.8767
264,DSE,DSE,ET,Airport,Dessie,+03:00,Africa/Addis_Ababa,11.0833,39.7167
265,DSM,DSM,US,Airport,Des Moines,-06:00,America/Chicago,41.5342,-93.6578
266,DSN,DSN,CN,Airport,Dongsheng,+08:00,Asia/Shanghai,39.4922,109.8631
267,DSS,DKR,SN,Airport,Dakar,+00:00,Africa/Dakar,14.6725,-17.0714
268,DTM,DTM,DE,Airport,Dortmund,+01:00,Europe/Berlin,51.5183,7.6122
269,DTN,SHV,US,Airport,Shreveport Downtown Apt,-06:00,America/Chicago,32.45,-93.8333
270,DTW,DTT,US,Airport,Detroit,-05:00,America/New_York,42.2125,-83.3533
271,DTZ,DTM,DE,Rail Station,Dortmund Central Station,+01:00,Europe/Berlin,51.5178,7.4592
272,DUB,DUB,IE,Airport,Dublin,+00:00,Europe/Dublin,53.4214,-6.27
273,DUD,DUD,NZ,Airport,Dunedin,+12:00,Pacific/Auckland,-45.9292,170.1975
274,DUR,DUR,ZA,Airport,Durban,+02:00,Africa/Johannesburg,-29.6144,31.1164
275,DUS,DUS,DE,Airport,Dusseldorf,+01:00,Europe/Berlin,51.2894,6.7667
276,DVL,DVL,US,Airport,Devils Lake,-06:00,America/Chicago,48.1156,-98.9081
277,DVO,DVO,PH,Airport,Davao,+08:00,Asia/Manila,7.1253,125.6456
278,DXB,DXB,AE,Airport,Dubai,+04:00,Asia/Dubai,25.2528,55.3644
279,DYG,DYG,CN,Airport,Dayong,+08:00,Asia/Shanghai,29.1044,110.4431
280,EAR,EAR,US,Airport,Kearney,-06:00,America/Chicago,40.7267,-99.0092
281,EAT,EAT,US,Airport,Wenatchee,-08:00,America/Los_Angeles,47.3989,-120.2072
282,EAU,EAU,US,Airport,Eau Claire,-06:00,America/Chicago,44.8658,-91.4842
283,EBB,EBB,UG,Airport,Entebbe,+03:00,Africa/Kampala,0.0425,32.4436
284,EBL,EBL,IQ,Airport,Erbil,+03:00,Asia/Baghdad,36.2378,43.9631
285,ECP,ECP,US,Airport,Panama City (US),-06:00,America/Chicago,30.3578,-85.7989
286,EDI,EDI,GB,Airport,Edinburgh,+00:00,Europe/London,55.95,-3.3725
287,EDO,EDO,TR,Airport,Edremit Korfez,+03:00,Europe/Istanbul,39.5547,27.0139
288,EFL,EFL,GR,Airport,Kefallinia,+02:00,Europe/Athens,38.12,20.5006
